"","word","n"
"12442","baby come prove",1
"12443","baby come soon",1
"12444","baby come time",1
"12445","baby come try",1
"12446","baby comin babe",1
"12447","baby comin baby",1
"12448","baby control party",1
"12449","baby couldn plenty",1
"12450","baby count sure",1
"12451","baby crazy pull",1
"12452","baby crazy soul",1
"12453","baby croon croon",1
"12454","baby cure blue",1
"12455","baby dance good",1
"12456","baby deal say",1
"12457","baby deep deep",1
"12458","baby desire come",1
"12459","baby die heart",1
"12460","baby dine buy",1
"12461","baby dirty clothe",1
"12462","baby doctor blood",1
"12463","baby doubt true",1
"12464","baby dream scheme",1
"12465","baby face cut",1
"12466","baby face cutest",1
"12467","baby face heart",1
"12468","baby face place",1
"12469","baby face yeah",1
"12470","baby fall little",1
"12471","baby feel good",1
"12472","baby feel know",1
"12473","baby finna long",1
"12474","baby flip coin",1
"12475","baby fool readin",1
"12476","baby girl death",1
"12477","baby girl dollars",1
"12478","baby girl thing",1
"12479","baby go eye",1
"12480","baby go feel",1
"12481","baby go know",1
"12482","baby go look",1
"12483","baby go milky",1
"12484","baby go right",1
"12485","baby go wake",1
"12486","baby go wrong",1
"12487","baby goats cause",1
"12488","baby goin tonight",1
"12489","baby gonna want",1
"12490","baby good arm",1
"12491","baby gotta baby",1
"12492","baby gotta mean",1
"12493","baby gotta paper",1
"12494","baby grand understand",1
"12495","baby hang touch",1
"12496","baby hasn come",1
"12497","baby haul cotton",1
"12498","baby hear call",1
"12499","baby hear word",1
"12500","baby heart look",1
"12501","baby heart stand",1
"12502","baby heaven sakes",1
"12503","baby hold tight",1
"12504","baby imagination run",1
"12505","baby jail knees",1
"12506","baby joke smoke",1
"12507","baby kind dime",1
"12508","baby kiss fine",1
"12509","baby kiss lips",1
"12510","baby kiss wouldn",1
"12511","baby know cold",1
"12512","baby know damn",1
"12513","baby know gonna",1
"12514","baby know hop",1
"12515","baby know pack",1
"12516","baby know time",1
"12517","baby know trill",1
"12518","baby know want",1
"12519","baby know whats",1
"12520","baby lament dream",1
"12521","baby learn change",1
"12522","baby leave eye",1
"12523","baby leave flat",1
"12524","baby leave miss",1
"12525","baby leave place",1
"12526","baby leave post",1
"12527","baby leave rain",1
"12528","baby leave tale",1
"12529","baby leavin lonely",1
"12530","baby legend stay",1
"12531","baby like clever",1
"12532","baby like hold",1
"12533","baby like scar",1
"12534","baby line money",1
"12535","baby lock miss",1
"12536","baby loner go",1
"12537","baby long baby",1
"12538","baby long live",1
"12539","baby long turn",1
"12540","baby look know",1
"12541","baby lose say",1
"12542","baby lover heart",1
"12543","baby lovin babybabybaby",1
"12544","baby make blue",1
"12545","baby make difference",1
"12546","baby make go",1
"12547","baby mama cclass",1
"12548","baby mama go",1
"12549","baby mama raise",1
"12550","baby matter sleet",1
"12551","baby maybe baby",1
"12552","baby mean paper",1
"12553","baby mean tell",1
"12554","baby mean true",1
"12555","baby mess stand",1
"12556","baby milk till",1
"12557","baby miss hurt",1
"12558","baby miss little",1
"12559","baby miss lonely",1
"12560","baby money deal",1
"12561","baby mornin know",1
"12562","baby mother movies",1
"12563","baby need grip",1
"12564","baby need hide",1
"12565","baby need need",1
"12566","baby need soul",1
"12567","baby night break",1
"12568","baby night hand",1
"12569","baby night know",1
"12570","baby night night",1
"12571","baby night souvenir",1
"12572","baby nothin child",1
"12573","baby novelty thrill",1
"12574","baby nword shwoop",1
"12575","baby open heart",1
"12576","baby pallet floor",1
"12577","baby phone mountain",1
"12578","baby play place",1
"12579","baby poor gift",1
"12580","baby punk dead",1
"12581","baby push favour",1
"12582","baby quit know",1
"12583","baby right true",1
"12584","baby right woman",1
"12585","baby roll eye",1
"12586","baby roses forget",1
"12587","baby round babybabybaby",1
"12588","baby save save",1
"12589","baby say good",1
"12590","baby scar look",1
"12591","baby scat sing",1
"12592","baby seek shall",1
"12593","baby send honest",1
"12594","baby settin mammy",1
"12595","baby shit feel",1
"12596","baby shoe slip",1
"12597","baby silver line",1
"12598","baby sing hold",1
"12599","baby sing mater",1
"12600","baby sing tonight",1
"12601","baby sing want",1
"12602","baby slave behave",1
"12603","baby sleep lose",1
"12604","baby soon moon",1
"12605","baby soon start",1
"12606","baby sore baby",1
"12607","baby spend million",1
"12608","baby spill feel",1
"12609","baby spread news",1
"12610","baby square ready",1
"12611","baby state condition",1
"12612","baby stay save",1
"12613","baby stop cling",1
"12614","baby style gonna",1
"12615","baby summer autumn",1
"12616","baby sweet gotta",1
"12617","baby sweet right",1
"12618","baby talk maybe",1
"12619","baby tavern people",1
"12620","baby tcha quit",1
"12621","baby tell good",1
"12622","baby tell itty",1
"12623","baby tell stay",1
"12624","baby thing plenty",1
"12625","baby think doin",1
"12626","baby think lead",1
"12627","baby till know",1
"12628","baby time anymore",1
"12629","baby time baby",1
"12630","baby time come",1
"12631","baby time goodbye",1
"12632","baby time remember",1
"12633","baby time time",1
"12634","baby tommorrow maybe",1
"12635","baby tomorrow cause",1
"12636","baby tomorrow maybe",1
"12637","baby tonight baby",1
"12638","baby tonight blue",1
"12639","baby tonight brother",1
"12640","baby tonight sing",1
"12641","baby touch leaf",1
"12642","baby true baby",1
"12643","baby true night",1
"12644","baby tryna say",1
"12645","baby wail beat",1
"12646","baby walkin talkin",1
"12647","baby wander quarter",1
"12648","baby want baby",1
"12649","baby want kiss",1
"12650","baby want know",1
"12651","baby want prepare",1
"12652","baby want things",1
"12653","baby warm overcoat",1
"12654","baby wasn forever",1
"12655","baby weep lady",1
"12656","baby wild rag",1
"12657","baby will know",1
"12658","baby wish live",1
"12659","baby witha stay",1
"12660","baby woman guilty",1
"12661","baby wonder heart",1
"12662","baby wooooo bump",1
"12663","baby word mama",1
"12664","baby world pain",1
"12665","baby yeah champion",1
"12666","baby yeah straight",1
"12667","baby yeah true",1
"12668","baby yeah yeah",1
"12669","babyain good bouhgt",1
"12670","babyain good world",1
"12671","babygirl stripper hand",1
"12672","babylon march time",1
"12673","babythem eye fell",1
"12674","babyyyy come comin",1
"12675","bach rappin like",1
"12676","bachelor hood rest",1
"12677","bacio ancora sempre",1
"12678","back bolt action",1
"12679","back catch quads",1
"12680","back dream feel",1
"12681","back dusk till",1
"12682","back woods crown",1
"12683","backgammon joy untasted",1
"12684","background effect slow",1
"12685","background funny funny",1
"12686","backpack doin show",1
"12687","backpack niggas afroes",1
"12688","backstage alright cause",1
"12689","backsteps homeplace come",1
"12690","backwards sadness forward",1
"12691","backyard east happiness",1
"12692","backyard east someday",1
"12693","backyard feather blue",1
"12694","bacon antifaking beatmaking",1
"12695","bacon lord overflow",1
"12696","badly folks gladly",1
"12697","badly like cast",1
"12698","badly need someday",1
"12699","badman batman pacman",1
"12700","badman soundboy rude",1
"12701","badman ting dreadlocks",1
"12702","badminton bathrooms hide",1
"12703","bag break white",1
"12704","bag fuck thoughts",1
"12705","bag funny bitch",1
"12706","bag gonna home",1
"12707","bag good girls",1
"12708","bag pack kind",1
"12709","bagatelle magique free",1
"12710","baggage forgive sort",1
"12711","baggy pant dance",1
"12712","bail current chilly",1
"12713","bail trail arockin",1
"12714","bailin caint tolerate",1
"12715","bailin hail hypuss",1
"12716","bailin heaven bailin",1
"12717","bailin mutiny heaven",1
"12718","bailin threadbare soul",1
"12719","bailin utopiate heaven",1
"12720","bake beat tough",1
"12721","bake boil barbecue",1
"12722","baker bomb crack",1
"12723","baker mulligan quartet",1
"12724","bakin cracklin bread",1
"12725","bakit ganyan bakit",1
"12726","bakit ganyan ibig",1
"12727","bakit ganyan kung",1
"12728","balaclava leave sweat",1
"12729","balance wire watch",1
"12730","balcony ahuggin akissin",1
"12731","balcony askin baby",1
"12732","balcony asmoochin balcony",1
"12733","balcony atherton indulge",1
"12734","balcony high suddenly",1
"12735","balcony hold hand",1
"12736","balcony holdin hand",1
"12737","balcony stop lovin",1
"12738","balcony watchin movie",1
"12739","bald raise ruckus",1
"12740","bale little drink",1
"12741","bali prolly pass",1
"12742","ball ask band",1
"12743","ball ball nature",1
"12744","ball better ready",1
"12745","ball bopalena feet",1
"12746","ball botero paint",1
"12747","ball butterfly ball",1
"12748","ball catcher act",1
"12749","ball chain drink",1
"12750","ball chain hear",1
"12751","ball chain hooker",1
"12752","ball chain number",1
"12753","ball daddy people",1
"12754","ball dance play",1
"12755","ball easy need",1
"12756","ball fade switch",1
"12757","ball fuck keshawn",1
"12758","ball joint jump",1
"12759","ball joint jumpin",1
"12760","ball know boogie",1
"12761","ball like pippen",1
"12762","ball listen little",1
"12763","ball live bottle",1
"12764","ball nature countryside",1
"12765","ball order teacher",1
"12766","ball rid fall",1
"12767","ball sack bape",1
"12768","ball serve yung",1
"12769","ball shuttleworth take",1
"12770","ball small free",1
"12771","ball time cakey",1
"12772","ball tomorrow night",1
"12773","ball wall start",1
"12774","ball wanna joint",1
"12775","ballad trice steel",1
"12776","ballads better williams",1
"12777","ballers gaslighting club",1
"12778","ballet sweet smart",1
"12779","ballin callin bluffuh",1
"12780","ballistic fuck terrific",1
"12781","balloon phonograph cylinders",1
"12782","balloon pretty good",1
"12783","balmain cop swag",1
"12784","baltimore cause leave",1
"12785","bambina bacio ancora",1
"12786","bambina heart call",1
"12787","bamboo dismantle handle",1
"12788","bamboo stick kick",1
"12789","bamboo year flip",1
"12790","bamboola tomorrow morning",1
"12791","ban probably fuck",1
"12792","banana boat night",1
"12793","banana tree yellow",1
"12794","bananas light wanna",1
"12795","bananas write songs",1
"12796","band angels comin",1
"12797","band angels hear",1
"12798","band baby punk",1
"12799","band band angels",1
"12800","band beat neat",1
"12801","band begin wail",1
"12802","band better coltrane",1
"12803","band bubble listen",1
"12804","band come hand",1
"12805","band create sound",1
"12806","band demons join",1
"12807","band exploit disappearance",1
"12808","band folks sure",1
"12809","band gold share",1
"12810","band hear cymbals",1
"12811","band hear folks",1
"12812","band jumpin joint",1
"12813","band land come",1
"12814","band leave land",1
"12815","band maitre forget",1
"12816","band need shitty",1
"12817","band need understand",1
"12818","band originally consist",1
"12819","band parade look",1
"12820","band people come",1
"12821","band plain country",1
"12822","band play pride",1
"12823","band play song",1
"12824","band short musical",1
"12825","band start play",1
"12826","band steelo grand",1
"12827","band swing music",1
"12828","band synonymous white",1
"12829","band understand time",1
"12830","band want hand",1
"12831","bandana bonus track",1
"12832","bandstand spread music",1
"12833","bang bitch focus",1
"12834","bang change dead",1
"12835","bang father shit",1
"12836","bang gonna hang",1
"12837","bang rhythm section",1
"12838","bang woah cartier",1
"12839","banger niggas know",1
"12840","banish fear charm",1
"12841","banish fear darling",1
"12842","banish lose teach",1
"12843","banjo fiddle wasn",1
"12844","banjo success status",1
"12845","banjos mississippi round",1
"12846","banjos strummin soft",1
"12847","bank account limit",1
"12848","bank hear callin",1
"12849","bank robber bowlin",1
"12850","bank vive vive",1
"12851","bankbooks promise things",1
"12852","banker clerk grocer",1
"12853","bankroll get small",1
"12854","bankroll gettin small",1
"12855","bankrupt watch bleed",1
"12856","banshi scream destination",1
"12857","banton swing smoke",1
"12858","bape camp dodgers",1
"12859","baptisms stain collateral",1
"12860","bar cold blow",1
"12861","bar fly away",1
"12862","bar hook know",1
"12863","bar jail house",1
"12864","bar leave tiny",1
"12865","bar like chill",1
"12866","bar like mummy",1
"12867","bar like want",1
"12868","bar mean twice",1
"12869","bar notepad file",1
"12870","bar wild know",1
"12871","barb wire cobrasnake",1
"12872","barbasol kid felt",1
"12873","barbecue chicken dumplings",1
"12874","barbecue malibu away",1
"12875","barbecue shit vegetables",1
"12876","barber equip dollar",1
"12877","barber lary barber",1
"12878","barcelona peasant croon",1
"12879","bare footprints exist",1
"12880","bare gloom misery",1
"12881","bare regret cause",1
"12882","bare regret forget",1
"12883","barefoot walk look",1
"12884","barely drive dusk",1
"12885","barely feel like",1
"12886","barely goodnight hardly",1
"12887","barely hold want",1
"12888","barely think cause",1
"12889","barely toking weren",1
"12890","barely world fight",1
"12891","bargain discover eye",1
"12892","bargain joy small",1
"12893","bargain swear bible",1
"12894","barge lift bale",1
"12895","bark goat jump",1
"12896","barksdale usuper razerhawk",1
"12897","barrel land lonely",1
"12898","barrel smokin like",1
"12899","barren ebola endosia",1
"12900","bartender minaj niggas",1
"12901","bartender serve wanna",1
"12902","bartles come tell",1
"12903","base bottomless insecurity",1
"12904","base cheat soon",1
"12905","basement get bone",1
"12906","basic kill shit",1
"12907","basically blazin file",1
"12908","basics know best",1
"12909","basie band better",1
"12910","basie smooth tasty",1
"12911","basis underrate concern",1
"12912","basket bet bet",1
"12913","basket bet put",1
"12914","basket bet roam",1
"12915","basket write check",1
"12916","basketball court think",1
"12917","bass bridge dictators",1
"12918","bass drum danelectro",1
"12919","bass fiddle slap",1
"12920","bass happiness riddle",1
"12921","bass hit chest",1
"12922","bass instrumental track",1
"12923","bass jones drum",1
"12924","bass kick guitar",1
"12925","bass life good",1
"12926","bass like tonic",1
"12927","bass line gonna",1
"12928","bass philharmonic zoom",1
"12929","bass play soul",1
"12930","bass poss jones",1
"12931","bass rhythm busy",1
"12932","bass slap till",1
"12933","bass solo drum",1
"12934","bass soon piano",1
"12935","bass zoom zoom",1
"12936","basta basta begin",1
"12937","basta basta commence",1
"12938","basta basta gettin",1
"12939","basta basta give",1
"12940","basta begin stop",1
"12941","basta commence cease",1
"12942","basta gettin rough",1
"12943","basta give squeeze",1
"12944","bastard gonna match",1
"12945","bath lakes radium",1
"12946","bath marble toilet",1
"12947","bathroom frosty forget",1
"12948","bathroom lookin vacancy",1
"12949","bathrooms hide flask",1
"12950","batlle love somebody",1
"12951","batman pacman chapman",1
"12952","baton race think",1
"12953","baton wave rain",1
"12954","battle blue weep",1
"12955","battle fight victory",1
"12956","battle gonna soon",1
"12957","battle grey cannon",1
"12958","battle grow strong",1
"12959","battle hand battle",1
"12960","battle hand morning",1
"12961","battle jericho battle",1
"12962","battle jericho morning",1
"12963","battle mind remain",1
"12964","battle nigh fight",1
"12965","battlements bloody loud",1
"12966","bauer spell inglish",1
"12967","baya california tijuana",1
"12968","bayou poor heart",1
"12969","bayou scat interlude",1
"12970","bayou see see",1
"12971","bayou sittin bust",1
"12972","bayou true account",1
"12973","bbop spit shit",1
"12974","bboy stance imma",1
"12975","be bring ajust",1
"12976","be bring sugar",1
"12977","be play mare",1
"12978","be start buzz",1
"12979","be tree monkey",1
"12980","be water quarrel",1
"12981","be whisper tree",1
"12982","beach dead ready",1
"12983","beach good pucci",1
"12984","beach know girl",1
"12985","beach normal yesterday",1
"12986","beach okhala leave",1
"12987","beach sit huggin",1
"12988","beach tequila tetete",1
"12989","beach want hypochondriun",1
"12990","beacon boys sign",1
"12991","beam wish star",1
"12992","beamer whiter burbs",1
"12993","bean approve mean",1
"12994","bean crop come",1
"12995","bean fall sponge",1
"12996","bean hawkins sure",1
"12997","bean heart memories",1
"12998","bean kinda blitz",1
"12999","bean pallet floor",1
"13000","bean project killers",1
"13001","bear alabama hill",1
"13002","bear arm problem",1
"13003","bear baby touch",1
"13004","bear blue think",1
"13005","bear breed dead",1
"13006","bear christmas save",1
"13007","bear commie salami",1
"13008","bear embrace tear",1
"13009","bear fear say",1
"13010","bear free time",1
"13011","bear gonna horn",1
"13012","bear goodnight sweetheart",1
"13013","bear gotta blue",1
"13014","bear grief bear",1
"13015","bear harlem destine",1
"13016","bear hear head",1
"13017","bear ififif live",1
"13018","bear inside sweet",1
"13019","bear kiss resist",1
"13020","bear lipstick trace",1
"13021","bear lord shakin",1
"13022","bear maine louisiana",1
"13023","bear mister death",1
"13024","bear mourn woman",1
"13025","bear nigga land",1
"13026","bear notify couldn",1
"13027","bear pit pekingeses",1
"13028","bear raise single",1
"13029","bear range rovers",1
"13030","bear savior pure",1
"13031","bear sing time",1
"13032","bear singer cause",1
"13033","bear spring die",1
"13034","bear stand talk",1
"13035","bear sweet thoughts",1
"13036","bear take awful",1
"13037","bear texas bear",1
"13038","bear time pull",1
"13039","bear time time",1
"13040","bearthris ciddle right",1
"13041","beast government best",1
"13042","beast try stay",1
"13043","beast white collar",1
"13044","beat beat tomtom",1
"13045","beat beat tomtoms",1
"13046","beat brain like",1
"13047","beat cage friends",1
"13048","beat cage want",1
"13049","beat carmichael play",1
"13050","beat chain heart",1
"13051","beat change flow",1
"13052","beat chord second",1
"13053","beat daddy beat",1
"13054","beat daddy little",1
"13055","beat daddy people",1
"13056","beat daddy play",1
"13057","beat door teach",1
"13058","beat emptiness word",1
"13059","beat fast everybody",1
"13060","beat fast know",1
"13061","beat fast little",1
"13062","beat fast night",1
"13063","beat feel chest",1
"13064","beat goin walk",1
"13065","beat hammer hand",1
"13066","beat head pavement",1
"13067","beat heart know",1
"13068","beat heart promise",1
"13069","beat hush mouth",1
"13070","beat jukebox bebop",1
"13071","beat kick relax",1
"13072","beat kickin dirt",1
"13073","beat lay golden",1
"13074","beat like coal",1
"13075","beat like heart",1
"13076","beat like music",1
"13077","beat like sound",1
"13078","beat like switch",1
"13079","beat liquor crate",1
"13080","beat lover meet",1
"13081","beat meat time",1
"13082","beat memories give",1
"13083","beat miss note",1
"13084","beat moment know",1
"13085","beat neat unique",1
"13086","beat need know",1
"13087","beat night head",1
"13088","beat nite delight",1
"13089","beat play blue",1
"13090","beat plus street",1
"13091","beat popular band",1
"13092","beat pretty ready",1
"13093","beat punch courtesy",1
"13094","beat put cat",1
"13095","beat quote nutter",1
"13096","beat ramble scramble",1
"13097","beat rapid myohmy",1
"13098","beat repeat wonder",1
"13099","beat rest flowery",1
"13100","beat rhythm free",1
"13101","beat senseless bongo",1
"13102","beat shall lucifer",1
"13103","beat shin like",1
"13104","beat shower dispose",1
"13105","beat shuffle scuffle",1
"13106","beat slow wonder",1
"13107","beat small feat",1
"13108","beat sodexho suit",1
"13109","beat sound kind",1
"13110","beat spatter drive",1
"13111","beat stop speak",1
"13112","beat sway eye",1
"13113","beat swing young",1
"13114","beat switch single",1
"13115","beat talk girl",1
"13116","beat talkin bout",1
"13117","beat things long",1
"13118","beat time change",1
"13119","beat tomtom jungle",1
"13120","beat tomtoms jungle",1
"13121","beat tough naked",1
"13122","beat verse hook",1
"13123","beatin time gettin",1
"13124","beatin time take",1
"13125","beatin time wake",1
"13126","beatin time walk",1
"13127","beatmaking nigga make",1
"13128","beatniks drive theaters",1
"13129","beatz volume freee",1
"13130","beauties gather near",1
"13131","beautiful alabama days",1
"13132","beautiful beauty black",1
"13133","beautiful content till",1
"13134","beautiful destruction make",1
"13135","beautiful elegant public",1
"13136","beautiful enchant land",1
"13137","beautiful friends master",1
"13138","beautiful garden wither",1
"13139","beautiful highways carve",1
"13140","beautiful horn coltrane",1
"13141","beautiful like come",1
"13142","beautiful mystery beautiful",1
"13143","beautiful ruin paradise",1
"13144","beautiful sunlight field",1
"13145","beautiful theme dream",1
"13146","beautiful word like",1
"13147","beauty beautiful fool",1
"13148","beauty black blemish",1
"13149","beauty change rogue",1
"13150","beauty entrance land",1
"13151","beauty fall heaven",1
"13152","beauty head begin",1
"13153","beauty hours eye",1
"13154","beauty intact unite",1
"13155","beauty land feel",1
"13156","beauty life glow",1
"13157","beauty live know",1
"13158","beauty look hand",1
"13159","beauty lookin wife",1
"13160","beauty poppin baby",1
"13161","beauty shop hair",1
"13162","beauty shop honk",1
"13163","beauty spring foolish",1
"13164","beauty stand share",1
"13165","beauty windows soul",1
"13166","bebop infuse time",1
"13167","bebop introduce pioneer",1
"13168","bebop make pick",1
"13169","bebop shag agoin",1
"13170","beckham human fight",1
"13171","bed steer tonight",1
"13172","bedie small cousins",1
"13173","bedim love eye",1
"13174","bedroom finally understand",1
"13175","bedroom strangers talk",1
"13176","bedsheets bitch toot",1
"13177","bedside say behold",1
"13178","beef better music",1
"13179","beef calm ladies",1
"13180","beef ready news",1
"13181","beef safe matinee",1
"13182","beep cause bucket",1
"13183","beer baby buy",1
"13184","beer devil engineer",1
"13185","beer go mountain",1
"13186","beer have january",1
"13187","beer stand corner",1
"13188","befriend stranger night",1
"13189","beg attention stress",1
"13190","beg beg beg",1
"13191","beg beg kiss",1
"13192","beg bread water",1
"13193","beg different untrue",1
"13194","beg kiss hear",1
"13195","beg leave inside",1
"13196","beg plead like",1
"13197","beg satan stop",1
"13198","beg somebody better",1
"13199","beg star throw",1
"13200","beg stop hypnotize",1
"13201","beg troubadour sing",1
"13202","beggar choosers winners",1
"13203","beggar rag handsome",1
"13204","beggar thing depend",1
"13205","beggin drinkin drinkin",1
"13206","beggin havin honky",1
"13207","beggin knees yeah",1
"13208","begin arm lips",1
"13209","begin astound try",1
"13210","begin bakit ganyan",1
"13211","begin beguine bring",1
"13212","begin beguine live",1
"13213","begin beguine play",1
"13214","begin beguine remain",1
"13215","begin believe bless",1
"13216","begin believe hebrew",1
"13217","begin believe master",1
"13218","begin blow trumpet",1
"13219","begin brew winter",1
"13220","begin burn palely",1
"13221","begin clue lesson",1
"13222","begin concern kiss",1
"13223","begin crawl voice",1
"13224","begin crawy voice",1
"13225","begin dream lifetime",1
"13226","begin emotions drain",1
"13227","begin fade like",1
"13228","begin fall pitterpatter",1
"13229","begin fall tear",1
"13230","begin fall wish",1
"13231","begin fleet come",1
"13232","begin forever mind",1
"13233","begin future look",1
"13234","begin get hear",1
"13235","begin give reason",1
"13236","begin glow play",1
"13237","begin go orleans",1
"13238","begin go wind",1
"13239","begin gobs gobs",1
"13240","begin hear breeze",1
"13241","begin heart come",1
"13242","begin late wish",1
"13243","begin little dream",1
"13244","begin lonely night",1
"13245","begin music tribute",1
"13246","begin mysterious choose",1
"13247","begin night play",1
"13248","begin ohhh yeah",1
"13249","begin peti hooray",1
"13250","begin play real",1
"13251","begin reach pride",1
"13252","begin realize cry",1
"13253","begin reverie dream",1
"13254","begin rumpus speak",1
"13255","begin runners pollute",1
"13256","begin sadder oneman",1
"13257","begin see final",1
"13258","begin sing serenade",1
"13259","begin soda machine",1
"13260","begin somepoint emerge",1
"13261","begin sound command",1
"13262","begin spin press",1
"13263","begin start steal",1
"13264","begin stop basta",1
"13265","begin stop say",1
"13266","begin sweetheart arm",1
"13267","begin swing hear",1
"13268","begin tell story",1
"13269","begin thing share",1
"13270","begin think inlove",1
"13271","begin till part",1
"13272","begin toll keep",1
"13273","begin touch hair",1
"13274","begin wail band",1
"13275","beginner come winner",1
"13276","beginner fish flounder",1
"13277","beginner luck smile",1
"13278","beginner luck time",1
"13279","beginnin clue lesson",1
"13280","beginnings start forward",1
"13281","begrieved undo people",1
"13282","beguile feel warmth",1
"13283","beguine begin future",1
"13284","beguine bring sound",1
"13285","beguine live past",1
"13286","beguine play till",1
"13287","beguine remain ember",1
"13288","behave behave things",1
"13289","behave good turn",1
"13290","behave heart dont",1
"13291","behave things tell",1
"13292","behave walk soldier",1
"13293","behavior rap straight",1
"13294","behead like pole",1
"13295","behold adorable face",1
"13296","behold angry cold",1
"13297","behold constantly apart",1
"13298","behold forgive life",1
"13299","behold heart memory",1
"13300","behold miss miss",1
"13301","behold netherhead marenghi",1
"13302","behold nevernever land",1
"13303","behold star heart",1
"13304","bein doubtin ignorin",1
"13305","bein good halfbreed",1
"13306","bein nothin felt",1
"13307","bein vow say",1
"13308","belch everybody know",1
"13309","belichick ring ring",1
"13310","believe anymore promise",1
"13311","believe auntie hard",1
"13312","believe believe lord",1
"13313","believe believe remember",1
"13314","believe believe smallest",1
"13315","believe belong know",1
"13316","believe better ways",1
"13317","believe bless master",1
"13318","believe bluebird bring",1
"13319","believe calvary die",1
"13320","believe carry torch",1
"13321","believe cause look",1
"13322","believe darkest night",1
"13323","believe darling oceans",1
"13324","believe death rise",1
"13325","believe deserve woman",1
"13326","believe drift shore",1
"13327","believe drop rain",1
"13328","believe evolution heaven",1
"13329","believe eye believe",1
"13330","believe eye deceive",1
"13331","believe eye till",1
"13332","believe eye wide",1
"13333","believe face smile",1
"13334","believe father create",1
"13335","believe father walk",1
"13336","believe fight yeah",1
"13337","believe gain lead",1
"13338","believe go astray",1
"13339","believe go leave",1
"13340","believe go party",1
"13341","believe go time",1
"13342","believe gonna leave",1
"13343","believe good come",1
"13344","believe great hear",1
"13345","believe happen reason",1
"13346","believe happiness open",1
"13347","believe hebrew children",1
"13348","believe hop dream",1
"13349","believe hunch gettin",1
"13350","believe hunch lord",1
"13351","believe hype instead",1
"13352","believe justice woman",1
"13353","believe kiss wonder",1
"13354","believe leave break",1
"13355","believe leave hold",1
"13356","believe lie sick",1
"13357","believe lips fever",1
"13358","believe little slew",1
"13359","believe lonely gaitest",1
"13360","believe lonely night",1
"13361","believe lonley somebody",1
"13362","believe lord heaven",1
"13363","believe lose heart",1
"13364","believe lose trust",1
"13365","believe master able",1
"13366","believe miss believe",1
"13367","believe night dine",1
"13368","believe nurse rehearse",1
"13369","believe promise break",1
"13370","believe protect heart",1
"13371","believe real feel",1
"13372","believe religion stay",1
"13373","believe remember hear",1
"13374","believe save long",1
"13375","believe save remember",1
"13376","believe shit swallowin",1
"13377","believe smallest prayer",1
"13378","believe soul dead",1
"13379","believe soul lose",1
"13380","believe stories tell",1
"13381","believe tell know",1
"13382","believe tell time",1
"13383","believe thank life",1
"13384","believe think somebody",1
"13385","believe tomorrow away",1
"13386","believe trouble deal",1
"13387","believe true dream",1
"13388","believe want blind",1
"13389","believe want love",1
"13390","believe want real",1
"13391","believe ways raise",1
"13392","believe wear veil",1
"13393","believe word beginner",1
"13394","believe wrong right",1
"13395","believin like live",1
"13396","believin yeah world",1
"13397","bell begin toll",1
"13398","bell bell beels",1
"13399","bell bell everlasting",1
"13400","bell bell heavenly",1
"13401","bell darling forever",1
"13402","bell everlasting bell",1
"13403","bell heavenly bell",1
"13404","bell house lovers",1
"13405","bell jingle streets",1
"13406","bell ring bird",1
"13407","bell ring cause",1
"13408","bell ring come",1
"13409","bell ring go",1
"13410","bell ring kiss",1
"13411","bell ring remember",1
"13412","bell ring song",1
"13413","bell ring soul",1
"13414","bell ring suddenly",1
"13415","bell ring summer",1
"13416","bell ring teacher",1
"13417","bell ringin blue",1
"13418","bell ringin everybody",1
"13419","bell roustabout listen",1
"13420","bell shall know",1
"13421","bell tell good",1
"13422","bellhop tear flow",1
"13423","bellow belt blow",1
"13424","bellow breathe work",1
"13425","belly cherryfalls bouncin",1
"13426","belong belong eternity",1
"13427","belong belong faithful",1
"13428","belong cause wrong",1
"13429","belong coat collar",1
"13430","belong come life",1
"13431","belong come like",1
"13432","belong daddy cause",1
"13433","belong dear little",1
"13434","belong dollars eightyfive",1
"13435","belong dream dream",1
"13436","belong eternity lips",1
"13437","belong faithful know",1
"13438","belong field yeah",1
"13439","belong free stay",1
"13440","belong go leave",1
"13441","belong heart heart",1
"13442","belong heart spurtin",1
"13443","belong hearts break",1
"13444","belong heaven tell",1
"13445","belong hold close",1
"13446","belong hold feel",1
"13447","belong human race",1
"13448","belong know heart",1
"13449","belong like peas",1
"13450","belong lips care",1
"13451","belong lover right",1
"13452","belong lyric commercial",1
"13453","belong market place",1
"13454","belong maybe lonesome",1
"13455","belong night sleep",1
"13456","belong ocean silver",1
"13457","belong offer tingle",1
"13458","belong powerful anesthesia",1
"13459","belong ready will",1
"13460","belong rest life",1
"13461","belong share share",1
"13462","belong shirt collar",1
"13463","belong stay close",1
"13464","belong sweeter stand",1
"13465","belong tender dear",1
"13466","belong tender true",1
"13467","belong true shine",1
"13468","belong true word",1
"13469","belong wrong hold",1
"13470","belong wrong right",1
"13471","belong yeahgit itgo",1
"13472","belt blow smoke",1
"13473","belt decimate emcee",1
"13474","belt middle ocean",1
"13475","benbow rid strip",1
"13476","bench life beg",1
"13477","bench starter hood",1
"13478","bend course devious",1
"13479","bend hole pirogue",1
"13480","bend knee miss",1
"13481","bend knees head",1
"13482","bend neighbor best",1
"13483","bend reckon know",1
"13484","bend shoot like",1
"13485","bend string write",1
"13486","bend tpain bartender",1
"13487","bend want devil",1
"13488","bene forse cuor",1
